id,category,difficulty,stem,opt_a,opt_b,opt_c,opt_d,correct,case,rule_id,prong,explanation,tags,daily_eligible
roa-504,roa,4,Carlson v. Green held Bivens applied to an Eighth Amendment medical-care claim. The Court reasoned FTCA was insufficient because:,FTCA's exclusive-remedy provisions had not yet been enacted,Bivens damages directly against officers serve different functions than FTCA recovery (governed by state tort law),Plaintiff sought injunctive relief that FTCA does not authorize,FTCA does not permit suits arising in federal prisons,b,carlson,,,Carlson: Bivens and FTCA serve different purposes — Bivens provides uniform federal damages directly against officers.,carlson;ftca,false
roa-505,roa,5,Hernandez v. Mesa declined to extend Bivens to a cross-border shooting because:,Cross-border context plus foreign-relations special factors counsel hesitation,Mexico had jurisdiction over the underlying conduct,The plaintiff lacked Article III standing,The Fourth Amendment does not apply extraterritorially,a,hernandez,bivens-extension,,Hernandez v. Mesa: cross-border + foreign-relations special factors defeated Bivens extension.,hernandez;extension,false
roa-506,roa,4,Bush v. Lucas declined Bivens because:,The federal civil-service remedial scheme provided an adequate alternative,"Government employment is a privilege, not a right",The First Amendment is not self-executing,Congress had specifically barred Bivens in this context,a,bush-lucas,,,Bush v. Lucas: adequate alternative remedies (civil-service review) defeat Bivens extension.,bush-lucas;alternative,false
roa-507,roa,3,Cort v. Ash's four-factor test included:,"Beneficiary class, legislative intent, fit with statutory purpose, and traditional state-law area","Express text, agency interpretation, history, congressional acquiescence","Standing, ripeness, mootness, political-question avoidance","Necessity, particularity, redressability, substantial federal interest",a,cort-ash,cort-ash,,Cort v. Ash's classic four-factor analysis. Largely supplanted by Sandoval's text-and-structure approach.,cort-ash;factors,false
roa-508,roa,4,Sandoval shifted the implied-PROA inquiry from Cort v. Ash's purposivist analysis to:,Legislative history primarily,Constitutional-avoidance principles,"Text and structure of the statute, considering whether Congress used rights-creating language",Agency-deference analysis,c,sandoval,sandoval-proa,,Sandoval: shifted to textual/structural analysis. Cort's purposivist factors largely displaced.,sandoval;test,false
roa-509,roa,4,"In Health & Hospital Corp. v. Talevski (2023), the Court held that Spending-Clause statutes can support § 1983 enforcement when:",The agency expressly authorizes private suits,The statute creates categorical entitlement to damages,The text uses unambiguous rights-creating language and there is no comprehensive remedial scheme,The state has accepted federal funds,c,talevski,sec1983-rights,,Talevski: rights-creating language plus absence of an exclusive remedial scheme.,talevski;1983,false
roa-510,roa,5,Wilkie v. Robbins declined to extend Bivens to a rancher's harassment claims against BLM officers. A central reason was:,Property-rights disputes are exclusively state law,Federal officers lack capacity to harass,The unworkability of an unconstitutional-retaliation Bivens action without a clear standard,Failure to exhaust administrative remedies,c,wilkie,bivens-extension,,Wilkie v. Robbins: 'special factors' include administrability — a freestanding retaliation claim required courts to police every federal-officer interaction with land users.,wilkie;extension,false
imm-501,imm,3,Ex parte Young permits federal-court suits against state officers for:,"Both prospective and retroactive relief, with abrogation",State-law violations where federal jurisdiction is otherwise proper,Prospective injunctive relief to halt ongoing constitutional violations,Retroactive damages against the state treasury,c,expaul,ex-parte-young,,Ex parte Young: prospective relief only. Edelman bars retroactive damages; Pennhurst bars state-law enforcement.,young;black-letter,false
imm-502,imm,4,Edelman v. Jordan distinguishes Ex parte Young from suits seeking:,Retroactive money damages payable from the state treasury,Prospective compliance going forward,Injunctive relief against state officers in personal capacity,Declaratory judgments about state federal-law obligations,a,edelman,,,Edelman: Young permits prospective relief but bars retroactive damages from state treasury.,edelman;remedy,false
imm-503,imm,4,Pennhurst v. Halderman held Ex parte Young does NOT permit:,Federal-court injunctive enforcement of state law against state officers,Class-action habeas claims,Damages claims against state officers in personal capacity,Federal-question suits against state officers,a,pennhurst,,,Pennhurst: Young is for federal-law enforcement; using it to enforce state law against state officials would intrude on state sovereignty.,pennhurst;state-law,false
imm-504,imm,3,"After Seminole Tribe v. Florida, Congress may abrogate state sovereign immunity:","Only under § 5 of the 14th Amendment, not under Article I commerce powers",Under any enumerated power,Only with consent from the Conference of Chief Justices,Whenever it makes a clear statement,a,seminole,seminole-abrog,,Seminole Tribe: Article I powers cannot abrogate SSI; § 5 of the 14th Amendment can (Fitzpatrick).,seminole;abrogation,false
imm-505,imm,4,Nevada Department of Human Resources v. Hibbs upheld FMLA's family-care provision because:,States waived SSI by accepting federal funds for state-employer health programs,Commerce-power abrogation is permissible for employment statutes,It validly abrogated SSI under § 5 to remedy historical sex discrimination in family leave,FMLA is exclusively administrative,c,hibbs,seminole-abrog,,Hibbs: FMLA family-care provision was upheld as valid § 5 abrogation; congruence and proportionality satisfied by historical record of sex discrimination.,hibbs;abrogation,false
imm-506,imm,4,Tennessee v. Lane held Title II of the ADA validly abrogates SSI as applied to:,Only public-employment disability cases,"Cases involving fundamental rights, such as access to courts",All disability-discrimination cases against states,Cases where the state has accepted federal disability-related funds,b,lane,seminole-abrog,,Lane: Title II abrogation is valid as applied to fundamental-rights cases.,lane;ada,false
imm-507,imm,4,Central Virginia Community College v. Katz upheld bankruptcy proceedings against state interests because:,11A does not address Article I bankruptcy,Congress validly abrogated SSI under § 5,States consented to federal bankruptcy jurisdiction in the plan of the convention,Bankruptcy is a public-rights matter outside state immunity,c,katz,plan-conv,,Katz: ratification of the Bankruptcy Clause implicitly waived state immunity for bankruptcy proceedings — plan of convention.,katz;plan-of-convention,false
